,0
238,0.6325882352941177
239,0.9477254901960784
240,0.982313725490196
241,0.9669411764705882
242,0.7632549019607843
243,0.01
244,0.01
245,0.01
246,0.01
247,0.01
248,0.01
249,0.01
250,0.01
251,0.01
252,0.01
253,0.01
254,0.01
255,0.01
256,0.01
257,0.01
258,0.01
259,0.01
260,0.7325098039215686
261,0.9784705882352941
262,0.986156862745098
263,0.9400392156862745
264,0.5365098039215687
265,0.34819607843137257
266,0.8016862745098039
267,0.9554117647058823
268,0.982313725490196
269,0.8554901960784314
270,0.5365098039215687
271,0.01
272,0.01
273,0.01
274,0.01
275,0.01
276,0.01
277,0.01
278,0.01
279,0.01
280,0.01
281,0.01
282,0.01
283,0.01
284,0.01
285,0.01
286,0.01
287,0.01
288,0.8132156862745098
289,0.99
290,0.982313725490196
291,0.9131372549019607
292,0.7286666666666667
293,0.7632549019607843
294,0.9285098039215686
295,0.99
296,0.893921568627451
297,0.6710196078431372
298,0.01
299,0.01
300,0.01
301,0.01
302,0.01
303,0.01
304,0.01
305,0.01
306,0.01
307,0.01
308,0.01
309,0.01
310,0.01
311,0.01
312,0.01
313,0.01
314,0.01
315,0.01
316,0.7555686274509804
317,0.9630980392156863
318,0.99
319,0.986156862745098
320,0.9784705882352941
321,0.9784705882352941
322,0.99
323,0.9669411764705882
324,0.7478823529411764
325,0.01
326,0.01
327,0.01
328,0.01
329,0.01
330,0.01
331,0.01
332,0.01
333,0.01
334,0.01
335,0.01
336,0.01
337,0.01
338,0.01
339,0.01
340,0.01
341,0.01
342,0.01
343,0.01
344,0.5441960784313725
345,0.7632549019607843
346,0.9477254901960784
347,0.986156862745098
348,0.99
349,0.99
350,0.99
351,0.9746274509803922
352,0.7939999999999999
353,0.01
354,0.01
355,0.01
356,0.01
357,0.01
358,0.01
359,0.01
360,0.01
361,0.01
362,0.01
363,0.01
364,0.01
365,0.01
366,0.01
367,0.01
368,0.01
369,0.01
370,0.01
371,0.01
372,0.01
373,0.01
374,0.7824705882352941
375,0.9707843137254901
376,0.99
377,0.99
378,0.99
379,0.99
380,0.9208235294117647
381,0.22905882352941176
382,0.01
383,0.01
384,0.01
385,0.01
386,0.01
387,0.01
388,0.01
389,0.01
390,0.01
391,0.01
392,0.01
393,0.01
394,0.01
395,0.01
396,0.01
397,0.01
398,0.01
399,0.01
400,0.01
401,0.34819607843137257
402,0.8093725490196078
403,0.9746274509803922
404,0.99
405,0.99
406,0.982313725490196
407,0.99
408,0.9746274509803922
409,0.7594117647058823
410,0.12529411764705883
411,0.01
412,0.01
413,0.01
414,0.01
415,0.01
416,0.01
417,0.01
418,0.01
419,0.01
420,0.01
421,0.01
422,0.01
423,0.01
424,0.01
425,0.01
426,0.01
427,0.01
428,0.01
429,0.7094509803921568
430,0.9285098039215686
431,0.986156862745098
432,0.982313725490196
433,0.8593333333333333
434,0.8516470588235294
435,0.9630980392156863
436,0.986156862745098
437,0.9285098039215686
438,0.30207843137254903
439,0.01
440,0.01
441,0.01
442,0.01
443,0.01
444,0.01
445,0.01
446,0.01
447,0.01
448,0.01
449,0.01
450,0.01
451,0.01
452,0.01
453,0.01
454,0.01
455,0.01
456,0.5365098039215687
457,0.886235294117647
458,0.986156862745098
459,0.9707843137254901
460,0.7939999999999999
461,0.30207843137254903
462,0.34819607843137257
463,0.9361960784313725
464,0.99
465,0.9707843137254901
466,0.49039215686274507
467,0.05227450980392157
468,0.01
469,0.01
470,0.01
471,0.01
472,0.01
473,0.01
474,0.01
475,0.01
476,0.01
477,0.01
478,0.01
479,0.01
480,0.01
481,0.01
482,0.01
483,0.01
484,0.7786274509803921
485,0.9784705882352941
486,0.99
487,0.9554117647058823
488,0.40584313725490195
489,0.01
490,0.01
491,0.9323529411764706
492,0.99
493,0.9707843137254901
494,0.6172156862745097
495,0.05227450980392157
496,0.01
497,0.01
498,0.01
499,0.01
500,0.01
501,0.01
502,0.01
503,0.01
504,0.01
505,0.01
506,0.01
507,0.01
508,0.01
509,0.01
510,0.01
511,0.01
512,0.8401176470588235
513,0.986156862745098
514,0.99
515,0.9169803921568627
516,0.12529411764705883
517,0.498078431372549
518,0.6556470588235294
519,0.9515686274509804
520,0.99
521,0.99
522,0.5749411764705882
523,0.05227450980392157
524,0.01
525,0.01
526,0.01
527,0.01
528,0.01
529,0.01
530,0.01
531,0.01
532,0.01
533,0.01
534,0.01
535,0.01
536,0.01
537,0.01
538,0.01
539,0.01
540,0.8401176470588235
541,0.982313725490196
542,0.99
543,0.9361960784313725
544,0.6479607843137255
545,0.8593333333333333
546,0.9630980392156863
547,0.986156862745098
548,0.986156862745098
549,0.9630980392156863
550,0.41737254901960785
551,0.01
552,0.01
553,0.01
554,0.01
555,0.01
556,0.01
557,0.01
558,0.01
559,0.01
560,0.01
561,0.01
562,0.01
563,0.01
564,0.01
565,0.01
566,0.01
567,0.01
568,0.6902352941176471
569,0.9707843137254901
570,0.986156862745098
571,0.99
572,0.9746274509803922
573,0.9746274509803922
574,0.986156862745098
575,0.99
576,0.99
577,0.8593333333333333
578,0.20984313725490195
579,0.01
580,0.01
581,0.01
582,0.01
583,0.01
584,0.01
585,0.01
586,0.01
587,0.01
588,0.01
589,0.01
590,0.01
591,0.01
592,0.01
593,0.01
594,0.01
595,0.01
596,0.5365098039215687
597,0.9054509803921569
598,0.982313725490196
599,0.99
600,0.986156862745098
601,0.986156862745098
602,0.9630980392156863
603,0.9592549019607842
604,0.9092941176470588
605,0.7094509803921568
606,0.01
607,0.01
608,0.01
609,0.01
610,0.01
611,0.01
612,0.01
613,0.01
614,0.01
615,0.01
616,0.01
617,0.01
618,0.01
619,0.01
620,0.01
621,0.01
622,0.01
623,0.01
624,0.01
625,0.6902352941176471
626,0.886235294117647
627,0.9323529411764706
628,0.9208235294117647
629,0.8324313725490196
630,0.6863921568627451
631,0.16372549019607843
632,0.05227450980392157
633,0.01
634,0.01
635,0.01
636,0.01
637,0.01
638,0.01
639,0.01
640,0.01
641,0.01
642,0.01
643,0.01
644,0.01
645,0.01
646,0.01
647,0.01
648,0.01
649,0.01
650,0.01
651,0.01
652,0.01
653,0.01
654,0.01
655,0.01
656,0.01
657,0.01
658,0.01
659,0.01
660,0.01
661,0.01
662,0.01
663,0.01
664,0.01
665,0.01
666,0.01
667,0.01
668,0.01
669,0.01
670,0.01
671,0.01
672,0.01
673,0.01
674,0.01
675,0.01
676,0.01
677,0.01
678,0.01
679,0.01
680,0.01
681,0.01
682,0.01
683,0.01
684,0.01
685,0.01
686,0.01
687,0.01
688,0.01
689,0.01
690,0.01
691,0.01
692,0.01
693,0.01
694,0.01
695,0.01
696,0.01
697,0.01
698,0.01
699,0.01
700,0.01
701,0.01
702,0.01
703,0.01
704,0.01
705,0.01
706,0.01
707,0.01
708,0.01
709,0.01
710,0.01
711,0.01
712,0.01
713,0.01
714,0.01
715,0.01
716,0.01
717,0.01
718,0.01
719,0.01
720,0.01
721,0.01
722,0.01
723,0.01
724,0.01
725,0.01
726,0.01
727,0.01
728,0.01
729,0.01
730,0.01
731,0.01
732,0.01
733,0.01
734,0.01
735,0.01
736,0.01
737,0.01
738,0.01
739,0.01
740,0.01
741,0.01
742,0.01
743,0.01
744,0.01
745,0.01
746,0.01
747,0.01
748,0.01
749,0.01
750,0.01
751,0.01
752,0.01
753,0.01
754,0.01
755,0.01
756,0.01
757,0.01
758,0.01
759,0.01
760,0.01
761,0.01
762,0.01
763,0.01
764,0.01
765,0.01
766,0.01
767,0.01
768,0.01
769,0.01
770,0.01
771,0.01
772,0.01
773,0.01
774,0.01
775,0.01
776,0.01
777,0.01
778,0.01
779,0.01
780,0.01
781,0.01
782,0.01
783,0.01
