,0
229,0.9285098039215686
230,0.986156862745098
231,0.9630980392156863
232,0.48270588235294115
233,0.01
234,0.01
235,0.01
236,0.797843137254902
237,0.9746274509803922
238,0.9746274509803922
239,0.797843137254902
240,0.01
241,0.01
242,0.01
243,0.01
244,0.01
245,0.01
246,0.01
247,0.01
248,0.01
249,0.01
250,0.01
251,0.01
252,0.01
253,0.01
254,0.01
255,0.01
256,0.01
257,0.9092941176470588
258,0.986156862745098
259,0.9630980392156863
260,0.5710980392156862
261,0.01
262,0.01
263,0.01
264,0.7517254901960784
265,0.9746274509803922
266,0.9746274509803922
267,0.8439607843137255
268,0.01
269,0.01
270,0.01
271,0.01
272,0.01
273,0.01
274,0.01
275,0.01
276,0.01
277,0.01
278,0.01
279,0.01
280,0.01
281,0.01
282,0.01
283,0.01
284,0.01
285,0.9054509803921569
286,0.986156862745098
287,0.986156862745098
288,0.9630980392156863
289,0.9477254901960784
290,0.9477254901960784
291,0.9477254901960784
292,0.9707843137254901
293,0.99
294,0.99
295,0.982313725490196
296,0.9477254901960784
297,0.9400392156862745
298,0.8785490196078432
299,0.7325098039215686
300,0.01
301,0.01
302,0.01
303,0.01
304,0.01
305,0.01
306,0.01
307,0.01
308,0.01
309,0.01
310,0.01
311,0.01
312,0.01
313,0.8247450980392157
314,0.986156862745098
315,0.99
316,0.99
317,0.99
318,0.99
319,0.99
320,0.99
321,0.99
322,0.99
323,0.99
324,0.99
325,0.99
326,0.99
327,0.7325098039215686
328,0.01
329,0.01
330,0.01
331,0.01
332,0.01
333,0.01
334,0.01
335,0.01
336,0.01
337,0.01
338,0.01
339,0.01
340,0.01
341,0.6710196078431372
342,0.8977647058823529
343,0.9554117647058823
344,0.9630980392156863
345,0.9554117647058823
346,0.9554117647058823
347,0.9554117647058823
348,0.9592549019607842
349,0.986156862745098
350,0.99
351,0.99
352,0.9669411764705882
353,0.9477254901960784
354,0.8785490196078432
355,0.7325098039215686
356,0.01
357,0.01
358,0.01
359,0.01
360,0.01
361,0.01
362,0.01
363,0.01
364,0.01
365,0.01
366,0.01
367,0.01
368,0.01
369,0.01
370,0.05227450980392157
371,0.09454901960784313
372,0.13298039215686275
373,0.13298039215686275
374,0.13298039215686275
375,0.13298039215686275
376,0.17141176470588235
377,0.8747058823529411
378,0.986156862745098
379,0.982313725490196
380,0.8554901960784314
381,0.09454901960784313
382,0.05227450980392157
383,0.01
384,0.01
385,0.01
386,0.01
387,0.01
388,0.01
389,0.01
390,0.01
391,0.01
392,0.01
393,0.01
394,0.01
395,0.01
396,0.01
397,0.01
398,0.01
399,0.01
400,0.01
401,0.01
402,0.01
403,0.01
404,0.01
405,0.7632549019607843
406,0.982313725490196
407,0.99
408,0.9169803921568627
409,0.01
410,0.01
411,0.01
412,0.01
413,0.01
414,0.01
415,0.01
416,0.01
417,0.01
418,0.01
419,0.01
420,0.01
421,0.01
422,0.01
423,0.01
424,0.01
425,0.01
426,0.01
427,0.01
428,0.01
429,0.01
430,0.01
431,0.01
432,0.01
433,0.6902352941176471
434,0.9784705882352941
435,0.986156862745098
436,0.9361960784313725
437,0.01
438,0.01
439,0.01
440,0.01
441,0.01
442,0.01
443,0.01
444,0.01
445,0.01
446,0.01
447,0.01
448,0.01
449,0.01
450,0.01
451,0.01
452,0.01
453,0.01
454,0.01
455,0.01
456,0.01
457,0.01
458,0.01
459,0.01
460,0.01
461,0.5864705882352941
462,0.9707843137254901
463,0.986156862745098
464,0.9131372549019607
465,0.01
466,0.01
467,0.01
468,0.01
469,0.01
470,0.01
471,0.01
472,0.01
473,0.01
474,0.01
475,0.01
476,0.01
477,0.01
478,0.01
479,0.01
480,0.01
481,0.01
482,0.01
483,0.01
484,0.01
485,0.01
486,0.01
487,0.01
488,0.01
489,0.5634117647058823
490,0.9630980392156863
491,0.986156862745098
492,0.9131372549019607
493,0.01
494,0.01
495,0.01
496,0.01
497,0.01
498,0.01
499,0.01
500,0.01
501,0.01
502,0.01
503,0.01
504,0.01
505,0.01
506,0.01
507,0.01
508,0.01
509,0.01
510,0.01
511,0.01
512,0.01
513,0.01
514,0.01
515,0.01
516,0.01
517,0.5518823529411765
518,0.9592549019607842
519,0.99
520,0.9208235294117647
521,0.01
522,0.01
523,0.01
524,0.01
525,0.01
526,0.01
527,0.01
528,0.01
529,0.01
530,0.01
531,0.01
532,0.01
533,0.01
534,0.01
535,0.01
536,0.01
537,0.01
538,0.01
539,0.01
540,0.01
541,0.01
542,0.01
543,0.01
544,0.01
545,0.5518823529411765
546,0.9592549019607842
547,0.99
548,0.9246666666666666
549,0.01
550,0.01
551,0.01
552,0.01
553,0.01
554,0.01
555,0.01
556,0.01
557,0.01
558,0.01
559,0.01
560,0.01
561,0.01
562,0.01
563,0.01
564,0.01
565,0.01
566,0.01
567,0.01
568,0.01
569,0.01
570,0.01
571,0.01
572,0.01
573,0.4673333333333333
574,0.9592549019607842
575,0.99
576,0.9361960784313725
577,0.01
578,0.01
579,0.01
580,0.01
581,0.01
582,0.01
583,0.01
584,0.01
585,0.01
586,0.01
587,0.01
588,0.01
589,0.01
590,0.01
591,0.01
592,0.01
593,0.01
594,0.01
595,0.01
596,0.01
597,0.01
598,0.01
599,0.01
600,0.01
601,0.3520392156862745
602,0.9131372549019607
603,0.99
604,0.893921568627451
605,0.01
606,0.01
607,0.01
608,0.01
609,0.01
610,0.01
611,0.01
612,0.01
613,0.01
614,0.01
615,0.01
616,0.01
617,0.01
618,0.01
619,0.01
620,0.01
621,0.01
622,0.01
623,0.01
624,0.01
625,0.01
626,0.01
627,0.01
628,0.01
629,0.05227450980392157
630,0.797843137254902
631,0.8823921568627451
632,0.7747843137254902
633,0.01
634,0.01
635,0.01
636,0.01
637,0.01
638,0.01
639,0.01
640,0.01
641,0.01
642,0.01
643,0.01
644,0.01
645,0.01
646,0.01
647,0.01
648,0.01
649,0.01
650,0.01
651,0.01
652,0.01
653,0.01
654,0.01
655,0.01
656,0.01
657,0.05227450980392157
658,0.2674901960784314
659,0.2674901960784314
660,0.20984313725490195
661,0.01
662,0.01
663,0.01
664,0.01
665,0.01
666,0.01
667,0.01
668,0.01
669,0.01
670,0.01
671,0.01
672,0.01
673,0.01
674,0.01
675,0.01
676,0.01
677,0.01
678,0.01
679,0.01
680,0.01
681,0.01
682,0.01
683,0.01
684,0.01
685,0.01
686,0.01
687,0.01
688,0.01
689,0.01
690,0.01
691,0.01
692,0.01
693,0.01
694,0.01
695,0.01
696,0.01
697,0.01
698,0.01
699,0.01
700,0.01
701,0.01
702,0.01
703,0.01
704,0.01
705,0.01
706,0.01
707,0.01
708,0.01
709,0.01
710,0.01
711,0.01
712,0.01
713,0.01
714,0.01
715,0.01
716,0.01
717,0.01
718,0.01
719,0.01
720,0.01
721,0.01
722,0.01
723,0.01
724,0.01
725,0.01
726,0.01
727,0.01
728,0.01
729,0.01
730,0.01
731,0.01
732,0.01
733,0.01
734,0.01
735,0.01
736,0.01
737,0.01
738,0.01
739,0.01
740,0.01
741,0.01
742,0.01
743,0.01
744,0.01
745,0.01
746,0.01
747,0.01
748,0.01
749,0.01
750,0.01
751,0.01
752,0.01
753,0.01
754,0.01
755,0.01
756,0.01
757,0.01
758,0.01
759,0.01
760,0.01
761,0.01
762,0.01
763,0.01
764,0.01
765,0.01
766,0.01
767,0.01
768,0.01
769,0.01
770,0.01
771,0.01
772,0.01
773,0.01
774,0.01
775,0.01
776,0.01
777,0.01
778,0.01
779,0.01
780,0.01
781,0.01
782,0.01
783,0.01
